词语, 词性种类, 词义数, 词义序号, 情感分类, 强度, 极性, 辅助情感分类, 强度, 极性, , , 
元旦, noun, 1.0, 1.0, PA, 7.0, 1.0, , , , , , 
元夜, noun, 1.0, 1.0, PA, 5.0, 1.0, , , , , , 
原子炸弹, noun, 1.0, 1.0, NC, 7.0, 2.0, , , , , , 
援外, verb, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
院士, noun, 1.0, 1.0, PD, 7.0, 1.0, , , , , , 
岳父, noun, 1.0, 1.0, PD, 7.0, 1.0, , , , , , 
云翳, noun, 2.0, 2.0, NC, 5.0, 2.0, , , , , , 
晕车, verb, 1.0, 1.0, NI, 5.0, 2.0, , , , , , 
砸饭碗, verb, 1.0, 1.0, NB, 7.0, 2.0, , , , , , 
在行, verb, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
糟改, verb, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
增产, verb, 1.0, 1.0, PA, 7.0, 1.0, , , , , , 
增殖, noun, 2.0, 1.0, PA, 7.0, 2.0, , , , , , 
批郤导窾, idiom, 1.0, 1.0, PA, 7.0, 1.0, , , , , , 
一蹴而就, idiom, 1.0, 1.0, PA, 7.0, 1.0, , , , , , 
安堵如故, idiom, 1.0, 1.0, PE, 7.0, 1.0, , , , , , 
存亡绝续, idiom, 1.0, 1.0, NC, 7.0, 2.0, , , , , , 
福无双至, idiom, 1.0, 1.0, NJ, 7.0, 2.0, , , , , , 
积羽沉舟, idiom, 1.0, 1.0, NC, 7.0, 2.0, , , , , , 
首当其冲, idiom, 1.0, 1.0, NB, 7.0, 2.0, , , , , , 
象齿焚身, idiom, 1.0, 1.0, NI, 7.0, 2.0, , , , , , 
大白于天下, idiom, 1.0, 1.0, PA, 7.0, 1.0, , , , , , 
不足为据, idiom, 1.0, 1.0, NL, 7.0, 2.0, , , , , , 
强颜为笑, idiom, 1.0, 1.0, NB, 7.0, 2.0, , , , , , 
一无所失, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
百足之虫，死而不僵, idiom, 1.0, 1.0, PC, 7.0, 2.0, , , , , , 
有钱使得鬼推磨, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
不存芥蒂, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
声应气求, idiom, 1.0, 1.0, PA, 7.0, 1.0, , , , , , 
三顾茅庐　, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
钻皮出羽, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
击节称赏　, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
强死强活　, idiom, 1.0, 1.0, NB, 7.0, 2.0, , , , , , 
太丘道广　, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
不弃草昧　, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
海屋添筹　, idiom, 1.0, 1.0, PA, 7.0, 1.0, , , , , , 
天保九如　, idiom, 1.0, 1.0, PA, 7.0, 1.0, , , , , , 
螽斯衍庆　, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
未能免俗, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
立足之地, idiom, 1.0, 1.0, NB, 5.0, 2.0, , , , , , 
月下花前, idiom, 1.0, 1.0, PB, 7.0, 1.0, , , , , , 
深壁高垒, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
九霄云外, idiom, 1.0, 1.0, NB, 5.0, 2.0, , , , , , 
朝发夕至, idiom, 1.0, 1.0, PA, 5.0, 1.0, , , , , , 
千岩竞秀, idiom, 1.0, 1.0, PA, 5.0, 1.0, , , , , , 
草长莺飞, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
流水桃花, idiom, 1.0, 1.0, PA, 7.0, 1.0, , , , , , 
纷红骇绿, idiom, 1.0, 1.0, PA, 5.0, 1.0, , , , , , 
郁郁葱葱 , idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
手泽之遗, idiom, 1.0, 1.0, NB, 7.0, 2.0, , , , , , 
左图右史, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
海市蜃楼, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
污泥浊水, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
喷薄欲出, idiom, 1.0, 1.0, PH, 9.0, 1.0, , , , , , 
硕大无朋, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
不足, verb, 1.0, 1.0, NJ, 5.0, 2.0, , , , , , 
裁汰, verb, 1.0, 1.0, NJ, 7.0, 2.0, , , , , , 
残疾, noun, 1.0, 1.0, NC, 7.0, 2.0, , , , , , 
插脚, verb, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
搀和, verb, 1.0, 1.0, ND, 7.0, 2.0, , , , , , 
引车卖浆, idiom, 1.0, 1.0, ND, 5.0, 2.0, , , , , , 
引商刻角, idiom, 1.0, 1.0, PB, 3.0, 1.0, , , , , , 
饮冰吞檗, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
饮犊上流, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
莺飞草长, idiom, 1.0, 1.0, PA, 5.0, 0.0, , , , , , 
鹰击长空, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
营私植党, idiom, 1.0, 1.0, ND, 5.0, 2.0, , , , , , 
郢匠挥斤, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
映雪囊萤, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
雍容典雅, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
优游自適, idiom, 1.0, 1.0, PE, 5.0, 0.0, , , , , , 
悠游自在, idiom, 1.0, 1.0, PE, 5.0, 0.0, , , , , , 
游蜂戏蝶, idiom, 2.0, 2.0, NN, 5.0, 2.0, , , , , , 
游戏翰墨, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
有我无人, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
有气无力, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
有声没气, idiom, 2.0, 2.0, NN, 5.0, 2.0, , , , , , 
狖轭鼯轩, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
予智予雄, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
余响绕梁, idiom, 1.0, 1.0, PH, 9.0, 1.0, , , , , , 
鱼水相懽, idiom, 1.0, 1.0, PH, 9.0, 1.0, , , , , , 
鱼游濠上, idiom, 1.0, 1.0, PB, 5.0, 1.0, , , , , , 
鱼龙漫衍, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
娱妻弄子, idiom, 1.0, 1.0, PA, 5.0, 0.0, , , , , , 
逾墙钻穴, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
愚夫蠢妇, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
雨泣云愁, idiom, 1.0, 1.0, NE, 5.0, 0.0, , , , , , 
雨愁烟恨, idiom, 1.0, 1.0, NE, 5.0, 0.0, , , , , , 
语言无味, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
玉石不分, idiom, 2.0, 1.0, NN, 5.0, 2.0, , , , , , 
玉液金浆, idiom, 1.0, 1.0, PH, 5.0, 0.0, , , , , , 
玉质金相, idiom, 1.0, 1.0, PH, 9.0, 1.0, , , , , , 
玉关人老, idiom, 1.0, 1.0, PF, 7.0, 0.0, , , , , , 
遇事生端, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
鬻宠擅权, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
渊渟岳峙, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
元奸巨恶, idiom, 1.0, 1.0, NN, 9.0, 2.0, , , , , , 
各为其主, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
竭泽而渔, idiom, 1.0, 1.0, NA, 7.0, 2.0, , , , , , 
糊涂, adj, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
乳臭末干, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
蔽聪塞明, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
有限如盲, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
驽马铅刀, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
庸医杀人, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
寡闻少见, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
浅见, noun, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
坎井之蛙, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
了不长进, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
心闲手敏, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
东张西望, idiom, 1.0, 1.0, NN, 1.0, 2.0, , , , , , 
大声疾呼, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
指桑骂槐 , idiom, 1.0, 1.0, NA, 5.0, 2.0, , , , , , 
急起直迫, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
健步如飞, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
因利乘便, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
有以善处, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
删繁就简, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
不折不扣, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
一步一个脚印, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
徒宅忘妻, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
以指挠沸, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
锋芒不露, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
严肃, adj, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
闭目塞听, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
以耳代目, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
一棍子打死, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
扣槃扪烛, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
奉行故事, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
以古非今, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
远求骐骥, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
知白守黑, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
作壁上观, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
落落穆穆, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
萧曹避席, idiom, 1.0, 1.0, PH, 9.0, 1.0, , , , , , 
芳兰竞体, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
听任, verb, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
大题小做, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
不相闻问杜门谢客, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
了身达命, idiom, 1.0, 1.0, PE, 7.0, 0.0, , , , , , 
捩手覆羹, idiom, 1.0, 1.0, NC, 9.0, 2.0, , , , , , 
林籁泉韵, idiom, 1.0, 1.0, PH, 9.0, 1.0, , , , , , 
伶仃孤苦, idiom, 1.0, 1.0, NB, 9.0, 2.0, , , , , , 
零丁孤苦, idiom, 1.0, 1.0, NB, 9.0, 2.0, , , , , , 
另眼相待, idiom, 1.0, 1.0, PB, 3.0, 1.0, , , , , , 
令原之戚, idiom, 1.0, 1.0, NB, 7.0, 0.0, , , , , , 
流水落花, idiom, 1.0, 1.0, NB, 5.0, 1.0, , , , , , 
流星掣电, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
流溺忘反, idiom, 1.0, 1.0, PB, 7.0, 1.0, , , , , , 
流离颠疐, idiom, 1.0, 1.0, NB, 9.0, 2.0, , , , , , 
柳眉剔竖, idiom, 1.0, 1.0, NA, 7.0, 2.0, , , , , , 
柳腰花态, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
柳亸花娇, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
六畜不安, idiom, 1.0, 1.0, ND, 7.0, 1.0, , , , , , 
六尘不染, idiom, 1.0, 1.0, PE, 7.0, 0.0, , , , , , 
龙血玄黄, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
龙言凤语, idiom, 1.0, 1.0, PB, 7.0, 1.0, , , , , , 
龙首豕足, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
龙马精神, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
龙章麟角, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
龙跧虎卧, idiom, 1.0, 1.0, PB, 3.0, 1.0, , , , , , 
龙盘凤翥, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
龙举云兴, idiom, 1.0, 1.0, PG, 7.0, 1.0, , , , , , 
龙蟠虎绕, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
龙腾虎啸, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
龙骧虎啸, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
镂冰雕朽, idiom, 1.0, 1.0, NB, 7.0, 2.0, , , , , , 
镂脂翦楮, idiom, 1.0, 1.0, NB, 7.0, 2.0, , , , , , 
鲁戈挥日, idiom, 1.0, 1.0, PH, 9.0, 1.0, , , , , , 
鲁阳挥戈, idiom, 1.0, 1.0, PH, 9.0, 1.0, , , , , , 
鹿皮苍璧, idiom, 1.0, 1.0, NN, 1.0, 2.0, , , , , , 
路见不平, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
戮力壹心, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
露胆披诚, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
鸾孤凤只, idiom, 1.0, 1.0, NB, 5.0, 2.0, , , , , , 
鸾停鹄峙, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
鸾鹄停峙, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
乱坠天花, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
论短道长, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
骆驿不绝, idiom, 1.0, 1.0, PB, 3.0, 1.0, , , , , , 
闾阎安堵, idiom, 1.0, 1.0, PE, 5.0, 1.0, , , , , , 
履舄交错, idiom, 1.0, 1.0, NN, 1.0, 2.0, , , , , , 
麻痹大意, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
马去马归, idiom, 1.0, 1.0, NI, 3.0, 2.0, , , , , , 
马革盛尸, idiom, 1.0, 1.0, PD, 7.0, 1.0, , , , , , 
骂天咒地, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
买爵贩官, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
卖主求荣, idiom, 1.0, 1.0, ND, 7.0, 2.0, , , , , , 
卖官卖爵, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
埋头苦幹, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
谩藏诲盗, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
满脸春风, idiom, 1.0, 1.0, PA, 7.0, 1.0, , , , , , 
漫天过海, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
盲人说象, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
毛发悚然, idiom, 1.0, 1.0, NC, 9.0, 2.0, , , , , , 
貌是心非, idiom, 1.0, 1.0, NN, 1.0, 2.0, , , , , , 
没没无闻, idiom, 1.0, 1.0, NB, 1.0, 2.0, , , , , , 
没眉没眼, idiom, 1.0, 1.0, NN, 1.0, 2.0, , , , , , 
每饭不忘, idiom, 1.0, 1.0, PG, 7.0, 1.0, , , , , , 
门堪罗雀, idiom, 1.0, 1.0, NJ, 7.0, 2.0, , , , , , 
黾穴鸲巢, idiom, 1.0, 1.0, NJ, 7.0, 2.0, , , , , , 
迷而不反, idiom, 1.0, 1.0, NN, 9.0, 2.0, , , , , , 
迷魂淫魄, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
靡衣偷食, idiom, 1.0, 1.0, ND, 7.0, 2.0, , , , , , 
靡然顺风, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
柔情密意, idiom, 1.0, 1.0, PB, 5.0, 1.0, , , , , , 
柔肤弱体, idiom, 1.0, 1.0, PB, 5.0, 1.0, , , , , , 
如花似月, idiom, 1.0, 1.0, PB, 5.0, 1.0, , , , , , 
如指诸掌, idiom, 1.0, 1.0, PG, 5.0, 1.0, , , , , , 
如汤浇雪, idiom, 1.0, 1.0, PG, 5.0, 1.0, , , , , , 
如意算盘, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
如蹈水火, idiom, 1.0, 1.0, NB, 5.0, 2.0, , , , , , 
乳臭未除, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
入主出奴, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
入理切情, idiom, 1.0, 1.0, PG, 5.0, 1.0, , , , , , 
枘圆凿方, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
撒痴撒娇, idiom, 1.0, 1.0, PB, 5.0, 1.0, , , , , , 
三人成虎, idiom, 1.0, 1.0, ND, 5.0, 2.0, , , , , , 
三吐三握, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
三长四短, idiom, 1.0, 1.0, NB, 5.0, 2.0, , , , , , 
三从四德, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
三头八臂, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
三沐三薰, idiom, 1.0, 1.0, PD, 5.0, 1.0, , , , , , 
桑弧蓬矢, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
丧魂失魄, idiom, 1.0, 1.0, NC, 5.0, 2.0, , , , , , 
山止川行, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
山穷水断, idiom, 1.0, 1.0, NJ, 5.0, 2.0, , , , , , 
扇风点火, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
伤化败俗, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
赏功罚罪, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
赏贤罚暴, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
韶颜稚齿, idiom, 1.0, 1.0, PA, 5.0, 1.0, , , , , , 
舍近即远, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
射利沽名, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
身心交瘁, idiom, 1.0, 1.0, NJ, 5.0, 2.0, , , , , , 
身退功成, idiom, 1.0, 1.0, PA, 5.0, 1.0, , , , , , 
身当矢石, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
深仇宿怨, idiom, 1.0, 1.0, ND, 5.0, 2.0, , , , , , 
深奸巨猾, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
深惟重虑, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
神工意匠, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
神而明之, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
神来气旺, idiom, 1.0, 1.0, PA, 5.0, 1.0, , , , , , 
神飞色舞, idiom, 1.0, 1.0, PA, 5.0, 1.0, , , , , , 
神清气爽, idiom, 1.0, 1.0, PE, 5.0, 1.0, , , , , , 
神魂飞越, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
神会心融, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
神融气泰, idiom, 1.0, 1.0, PE, 5.0, 1.0, , , , , , 
神郁气悴, idiom, 1.0, 1.0, NB, 5.0, 2.0, , , , , , 
尸禄素餐, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
失张失志, idiom, 1.0, 1.0, NI, 5.0, 2.0, , , , , , 
失精落彩, idiom, 1.0, 1.0, NJ, 5.0, 2.0, , , , , , 
古董, noun, 2.0, 2.0, NN, 5.0, 2.0, , , , , , 
故纸堆, noun, 1.0, 1.0, NN, 1.0, 2.0, , , , , , 
官话, noun, 2.0, 2.0, NN, 2.0, 2.0, , , , , , 
褪套儿, verb, 2.0, 2.0, ND, 5.0, 2.0, , , , , , 
托马斯主义, noun, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
脱帽, verb, 1.0, 1.0, PD, 5.0, 0.0, , , , , , 
玩儿完, verb, 1.0, 1.0, NB, 5.0, 2.0, , , , , , 
亡国, noun, 2.0, 2.0, NB, 5.0, 2.0, , , , , , 
忘形, adj, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
微词, noun, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
局高蹐厚, idiom, 1.0, 1.0, NC, 7.0, 2.0, , , , , , 
踽踽凉凉, idiom, 1.0, 1.0, NB, 7.0, 1.0, , , , , , 
钜人长德, idiom, 1.0, 1.0, PD, 9.0, 1.0, , , , , , 
捐身徇义, idiom, 1.0, 1.0, PH, 9.0, 1.0, , , , , , 
卷席而葬, idiom, 1.0, 1.0, NB, 7.0, 2.0, , , , , , 
决疣溃痈, idiom, 1.0, 1.0, NN, 9.0, 2.0, , , , , , 
觉人觉世, idiom, 1.0, 1.0, NJ, 1.0, 2.0, , , , , , 
君子一言，快马一鞭, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
峻宇彫墙, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
开来继往, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
开路先锋, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
侃侃訚訚, idiom, 1.0, 1.0, PE, 7.0, 1.0, , , , , , 
可泣可歌, idiom, 1.0, 1.0, PH, 9.0, 1.0, , , , , , 
刻骨崩心, idiom, 1.0, 1.0, ND, 9.0, 2.0, , , , , , 
孔武有力, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
口耳相传, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
口直心快, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
叩心泣血, idiom, 1.0, 1.0, NB, 9.0, 2.0, , , , , , 
枯木死灰, idiom, 1.0, 1.0, NB, 9.0, 1.0, , , , , , 
枯骨生肉, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
刳心雕肾, idiom, 1.0, 1.0, PB, 9.0, 1.0, , , , , , 
夸父追日, idiom, 1.0, 1.0, PH, 9.0, 1.0, , , , , , 
快心满意, idiom, 1.0, 1.0, PA, 9.0, 1.0, , , , , , 
宽怀大度, idiom, 1.0, 1.0, PH, 9.0, 1.0, , , , , , 
狂三诈四, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
岿然不动, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
廓达大度, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
来者不善，善者不来, idiom, 1.0, 1.0, NI, 7.0, 2.0, , , , , , 
揽辔澄清, idiom, 1.0, 1.0, PG, 5.0, 1.0, , , , , , 
狼子兽心, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
狼突豕窜, idiom, 1.0, 1.0, ND, 7.0, 2.0, , , , , , 
狼餐虎噬, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
狼顾麕惊, idiom, 1.0, 1.0, NC, 9.0, 2.0, , , , , , 
劳身焦思, idiom, 1.0, 1.0, NJ, 3.0, 2.0, , , , , , 
乐而不荒, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
乐昌分镜, idiom, 1.0, 1.0, NB, 7.0, 2.0, , , , , , 
乐极悲生, idiom, 1.0, 1.0, NB, 5.0, 2.0, , , , , , 
乐道遗荣, idiom, 1.0, 1.0, PB, 5.0, 1.0, , , , , , 
雷令风行, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
磊落豪横, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
冷窗冻壁, idiom, 1.0, 1.0, NB, 3.0, 2.0, , , , , , 
离世遁上, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
离乡别土, idiom, 1.0, 1.0, NB, 9.0, 2.0, , , , , , 
离鸾别鹤, idiom, 1.0, 1.0, NB, 5.0, 2.0, , , , , , 
鲤鱼跳龙门, idiom, 1.0, 1.0, PA, 7.0, 1.0, , , , , , 
历精更始, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
沥胆抽肠, idiom, 1.0, 1.0, PG, 7.0, 1.0, , , , , , 
俐齿伶牙, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
连更星夜, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
连枝带叶, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
连宵达旦, idiom, 1.0, 1.0, NB, 5.0, 2.0, , , , , , 
连篇累帧, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
怜我怜卿, idiom, 1.0, 1.0, PB, 7.0, 1.0, , , , , , 
敛手屏足, idiom, 1.0, 1.0, NC, 5.0, 2.0, , , , , , 
脸红筋暴, idiom, 1.0, 1.0, NI, 7.0, 2.0, , , , , , 
量枘制凿, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
两肩荷口, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
两头三绪, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
辽东豕, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
守口如瓶, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
富贵浮云, idiom, 1.0, 1.0, NN, 5.0, 1.0, , , , , , 
一介不取, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
以义割恩, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
行不由径, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
落落难合, idiom, 1.0, 1.0, NB, 5.0, 2.0, , , , , , 
幼学壮行, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
倾耳而听, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
手足重茧, idiom, 1.0, 1.0, NB, 5.0, 2.0, , , , , , 
前仆后继, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
以一当十, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
猪突豨勇, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
死不足惜, idiom, 1.0, 1.0, ND, 7.0, 2.0, , , , , , 
布衣蔬食, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
既来之，则安之, idiom, 1.0, 1.0, PE, 7.0, 1.0, , , , , , 
仁言利博, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
软玉温香, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
人弃我取, idiom, 1.0, 1.0, NB, 5.0, 2.0, , , , , , 
齐心协力, idiom, 1.0, 1.0, PG, 5.0, 1.0, , , , , , 
抑强扶弱, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
